Country,Year,fertility,life,population,child_mortality,gdp,region
Bulgaria,2013,1.541,73.54899999999999,7349462.0,11.6,15695.0,Europe & Central Asia
Burkina Faso,1964,6.414,36.330999999999996,5195464.0,331.0,711.0,Sub-Saharan Africa
Burkina Faso,1965,6.454,36.815,5284154.0,328.0,731.0,Sub-Saharan Africa
Burkina Faso,1966,6.492999999999999,37.291,5378861.0,325.2,726.0,Sub-Saharan Africa
Burkina Faso,1967,6.53,37.754,5479285.0,322.9,781.0,Sub-Saharan Africa
Burkina Faso,1968,6.563,38.207,5584807.0,321.4,794.0,Sub-Saharan Africa
Burkina Faso,1969,6.593,38.652,5694428.0,320.1,799.0,Sub-Saharan Africa
Burkina Faso,1970,6.622999999999999,39.095,5807492.0,319.1,790.0,Sub-Saharan Africa
Burkina Faso,1971,6.657,39.542,5923949.0,317.3,810.0,Sub-Saharan Africa
Burkina Faso,1972,6.697,40.003,6044303.0,313.9,830.0,Sub-Saharan Africa
Burkina Faso,1973,6.744,40.493,6169133.0,307.9,774.0,Sub-Saharan Africa
Burkina Faso,1974,6.7989999999999995,41.025,6299238.0,299.2,747.0,Sub-Saharan Africa
Burkina Faso,1975,6.859,41.63,6435274.0,288.5,703.0,Sub-Saharan Africa
Burkina Faso,1976,6.922000000000001,42.343,6577502.0,277.0,683.0,Sub-Saharan Africa
Burkina Faso,1977,6.984,43.166000000000004,6726016.0,265.7,714.0,Sub-Saharan Africa
Burkina Faso,1978,7.041,44.081,6881106.0,255.8,778.0,Sub-Saharan Africa
Burkina Faso,1979,7.09,45.06,7043049.0,247.8,766.0,Sub-Saharan Africa
Burkina Faso,1980,7.127000000000001,46.049,7212088.0,241.2,759.0,Sub-Saharan Africa
Burkina Faso,1981,7.152,46.983999999999995,7388473.0,236.1,771.0,Sub-Saharan Africa
Burkina Faso,1982,7.165,47.81,7572382.0,231.8,767.0,Sub-Saharan Africa
Burkina Faso,1983,7.167000000000001,48.486000000000004,7763888.0,227.8,738.0,Sub-Saharan Africa
Burkina Faso,1984,7.159,48.992,7963009.0,223.7,729.0,Sub-Saharan Africa
Burkina Faso,1985,7.142,49.323,8169792.0,219.2,801.0,Sub-Saharan Africa
Burkina Faso,1986,7.119,49.492,8384383.0,214.4,900.0,Sub-Saharan Africa
Burkina Faso,1987,7.0920000000000005,49.55,8606963.0,209.6,857.0,Sub-Saharan Africa
Burkina Faso,1988,7.064,49.545,8837666.0,205.8,898.0,Sub-Saharan Africa
Burkina Faso,1989,7.0360000000000005,49.505,9076631.0,203.4,858.0,Sub-Saharan Africa
Burkina Faso,1990,7.007000000000001,49.45399999999999,9323996.0,202.2,821.0,Sub-Saharan Africa
Burkina Faso,1991,6.979,49.409,9580035.0,201.8,872.0,Sub-Saharan Africa
Burkina Faso,1992,6.95,49.373999999999995,9844931.0,202.1,851.0,Sub-Saharan Africa
Burkina Faso,1993,6.917000000000001,49.36,10118634.0,202.0,857.0,Sub-Saharan Africa
Burkina Faso,1994,6.882000000000001,49.38,10401025.0,201.1,845.0,Sub-Saharan Africa
Burkina Faso,1995,6.843999999999999,49.449,10692138.0,199.4,869.0,Sub-Saharan Africa
Burkina Faso,1996,6.801,49.576,10992170.0,197.0,938.0,Sub-Saharan Africa
Burkina Faso,1997,6.754,49.755,11301608.0,194.0,970.0,Sub-Saharan Africa
Burkina Faso,1998,6.704,49.983999999999995,11621159.0,191.3,1012.0,Sub-Saharan Africa
Burkina Faso,1999,6.65,50.262,11951701.0,188.5,1057.0,Sub-Saharan Africa
Burkina Faso,2000,6.5920000000000005,50.589,12294012.0,185.7,1046.0,Sub-Saharan Africa
Burkina Faso,2001,6.531000000000001,50.963,12648474.0,182.4,1084.0,Sub-Saharan Africa
Burkina Faso,2002,6.468,51.375,13015435.0,178.3,1099.0,Sub-Saharan Africa
Burkina Faso,2003,6.403,51.816,13395599.0,173.1,1150.0,Sub-Saharan Africa
Burkina Faso,2004,6.335,52.278,13789736.0,166.3,1167.0,Sub-Saharan Africa
Burkina Faso,2005,6.265,52.75,14198463.0,158.3,1232.0,Sub-Saharan Africa
Burkina Faso,2006,6.193,53.227,14622202.0,149.4,1271.0,Sub-Saharan Africa
Burkina Faso,2007,6.1160000000000005,53.703,15061127.0,139.9,1304.0,Sub-Saharan Africa
Burkina Faso,2008,6.037000000000001,54.174,15515258.0,130.4,1358.0,Sub-Saharan Africa
Burkina Faso,2009,5.954,54.63399999999999,15984479.0,121.4,1358.0,Sub-Saharan Africa
Burkina Faso,2010,5.869,55.081,16468714.0,113.5,1431.0,Sub-Saharan Africa
Burkina Faso,2011,5.781000000000001,55.513000000000005,16967845.0,106.9,1481.0,Sub-Saharan Africa
Burkina Faso,2012,5.693,55.931999999999995,17481984.0,101.4,1532.0,Sub-Saharan Africa
Burkina Faso,2013,5.605,56.343999999999994,18011507.0,96.6,1588.0,Sub-Saharan Africa
Burundi,1964,7.138,42.543,3154474.0,241.6,603.0,Sub-Saharan Africa
Burundi,1965,7.178999999999999,42.841,3212864.0,243.0,610.0,Sub-Saharan Africa
Burundi,1966,7.216,43.106,3275465.0,244.5,623.0,Sub-Saharan Africa
Burundi,1967,7.247000000000001,43.332,3341476.0,245.8,665.0,Sub-Saharan Africa
Burundi,1968,7.272,43.519,3406650.0,246.7,645.0,Sub-Saharan Africa
Burundi,1969,7.292999999999999,43.678999999999995,3465190.0,247.3,627.0,Sub-Saharan Africa
Burundi,1970,7.311,43.833,3513499.0,247.6,782.0,Sub-Saharan Africa
Burundi,1971,7.329,44.011,3549864.0,247.5,827.0,Sub-Saharan Africa
Burundi,1972,7.348,44.236000000000004,3577187.0,247.3,753.0,Sub-Saharan Africa
Burundi,1973,7.37,44.522,3602204.0,247.1,806.0,Sub-Saharan Africa
Burundi,1974,7.395,44.87,3634284.0,246.9,788.0,Sub-Saharan Africa
Burundi,1975,7.419,45.272,3680401.0,246.5,780.0,Sub-Saharan Africa
Burundi,1976,7.439,45.71,3742452.0,245.0,826.0,Sub-Saharan Africa
Burundi,1977,7.452000000000001,46.158,3819115.0,242.0,909.0,Sub-Saharan Africa
Burundi,1978,7.457000000000001,46.586999999999996,3910124.0,236.9,879.0,Sub-Saharan Africa
Burundi,1979,7.455,46.985,4014190.0,230.2,856.0,Sub-Saharan Africa
Burundi,1980,7.45,47.347,4129997.0,221.8,887.0,Sub-Saharan Africa
Burundi,1981,7.449,47.681000000000004,4257303.0,212.3,945.0,Sub-Saharan Africa
Burundi,1982,7.454,47.993,4395560.0,202.3,922.0,Sub-Saharan Africa
Burundi,1983,7.468999999999999,48.278,4542467.0,192.6,929.0,Sub-Saharan Africa
Burundi,1984,7.492000000000001,48.52,4695065.0,184.2,908.0,Sub-Saharan Africa
Burundi,1985,7.52,48.675,4850597.0,177.5,994.0,Sub-Saharan Africa
Burundi,1986,7.546,48.69,5008201.0,172.9,1014.0,Sub-Saharan Africa
Burundi,1987,7.565,48.54600000000001,5166403.0,170.6,1032.0,Sub-Saharan Africa
Burundi,1988,7.572,48.254,5321108.0,170.1,1044.0,Sub-Saharan Africa
Burundi,1989,7.564,47.843,5467413.0,170.7,1037.0,Sub-Saharan Africa
Burundi,1990,7.542000000000001,47.381,5601720.0,171.8,1051.0,Sub-Saharan Africa
Burundi,1991,7.507999999999999,46.951,5724030.0,172.9,1075.0,Sub-Saharan Africa
Burundi,1992,7.465,46.628,5835071.0,173.5,1062.0,Sub-Saharan Africa
Burundi,1993,7.417999999999999,46.464,5933293.0,173.5,975.0,Sub-Saharan Africa
Burundi,1994,7.367999999999999,46.477,6017127.0,172.5,921.0,Sub-Saharan Africa
Burundi,1995,7.318,46.653999999999996,6086751.0,170.5,835.0,Sub-Saharan Africa
Burundi,1996,7.267,46.951,6140258.0,167.7,758.0,Sub-Saharan Africa
Burundi,1997,7.2170000000000005,47.298,6181493.0,164.4,737.0,Sub-Saharan Africa
Burundi,1998,7.165,47.64,6223515.0,160.5,763.0,Sub-Saharan Africa
Burundi,1999,7.112,47.958,6283662.0,156.4,744.0,Sub-Saharan Africa
Burundi,2000,7.057,48.251000000000005,6374347.0,152.2,723.0,Sub-Saharan Africa
Burundi,2001,7.0,48.534,6499653.0,147.8,720.0,Sub-Saharan Africa
Burundi,2002,6.939,48.84,6656071.0,143.2,731.0,Sub-Saharan Africa
Burundi,2003,6.872999999999999,49.191,6838764.0,138.3,700.0,Sub-Saharan Africa
Burundi,2004,6.803,49.589,7039534.0,133.0,709.0,Sub-Saharan Africa
Burundi,2005,6.729,50.036,7251424.0,127.1,692.0,Sub-Saharan Africa
Burundi,2006,6.65,50.526,7474363.0,120.9,704.0,Sub-Saharan Africa
Burundi,2007,6.567,51.045,7707781.0,114.5,713.0,Sub-Saharan Africa
Burundi,2008,6.481,51.578,7943385.0,108.6,723.0,Sub-Saharan Africa
Burundi,2009,6.393,52.111999999999995,8170853.0,103.5,723.0,Sub-Saharan Africa
Burundi,2010,6.303999999999999,52.638000000000005,8382849.0,98.8,725.0,Sub-Saharan Africa
Burundi,2011,6.2139999999999995,53.148,8575172.0,94.9,731.0,Sub-Saharan Africa
Burundi,2012,6.122999999999999,53.637,8749387.0,91.2,737.0,Sub-Saharan Africa
Burundi,2013,6.0329999999999995,54.104,8911183.0,87.8,747.0,Sub-Saharan Africa
Cambodia,1964,6.909,41.9,5983575.0,238.67,1548.0,East Asia & Pacific
Cambodia,1965,6.867999999999999,42.103,6141404.0,234.01,1579.0,East Asia & Pacific
Cambodia,1966,6.815,42.332,6310320.0,232.31,1608.0,East Asia & Pacific
Cambodia,1967,6.749,42.538000000000004,6485769.0,230.62,1647.0,East Asia & Pacific
Cambodia,1968,6.672000000000001,42.621,6657435.0,228.95,1678.0,East Asia & Pacific
Cambodia,1969,6.582999999999999,42.46,6811663.0,227.29,1660.0,East Asia & Pacific
Cambodia,1970,6.475,41.662,6937996.0,225.64,1643.0,East Asia & Pacific
Cambodia,1971,6.337999999999999,40.0,7039481.0,240.44,1539.0,East Asia & Pacific
Cambodia,1972,6.172999999999999,38.0,7118136.0,256.21,1440.0,East Asia & Pacific
Cambodia,1973,5.9879999999999995,35.8,7162333.0,273.01,1161.0,East Asia & Pacific
Cambodia,1974,5.795,33.1,7157572.0,290.92,1101.0,East Asia & Pacific
Cambodia,1975,5.622000000000001,19.8,7097800.0,310.0,1096.0,East Asia & Pacific
Cambodia,1976,5.497999999999999,17.1,6972559.0,285.6,1116.0,East Asia & Pacific
Cambodia,1977,5.441,16.1,6796368.0,261.9,976.0,East Asia & Pacific
Cambodia,1978,5.459,17.5,6618684.0,235.9,1003.0,East Asia & Pacific
Cambodia,1979,5.545,19.8,6506208.0,207.8,891.0,East Asia & Pacific
Cambodia,1980,5.685,26.0,6505693.0,181.4,839.0,East Asia & Pacific
Cambodia,1981,5.85,35.788000000000004,6636869.0,159.1,822.0,East Asia & Pacific
Cambodia,1982,6.007999999999999,41.965,6883519.0,142.0,792.0,East Asia & Pacific
Cambodia,1983,6.13,47.105,7211815.0,130.4,791.0,East Asia & Pacific
Cambodia,1984,6.2,50.841,7570081.0,124.1,790.0,East Asia & Pacific
Cambodia,1985,6.21,53.067,7919802.0,121.2,787.0,East Asia & Pacific
Cambodia,1986,6.16,54.006,8250479.0,119.6,792.0,East Asia & Pacific
Cambodia,1987,6.065,54.278,8571130.0,118.4,920.0,East Asia & Pacific
Cambodia,1988,5.941,54.403999999999996,8885701.0,117.6,993.0,East Asia & Pacific
Cambodia,1989,5.792000000000001,54.571000000000005,9203893.0,117.4,1025.0,East Asia & Pacific
Cambodia,1990,5.622999999999999,54.896,9531928.0,117.3,996.0,East Asia & Pacific
Cambodia,1991,5.438,55.403999999999996,9868226.0,117.4,1055.0,East Asia & Pacific
Cambodia,1992,5.24,55.993,10205755.0,117.8,1096.0,East Asia & Pacific
Cambodia,1993,5.033,56.592,10539239.0,118.6,1004.0,East Asia & Pacific
Cambodia,1994,4.825,57.218999999999994,10862069.0,120.0,1058.0,East Asia & Pacific
Cambodia,1995,4.62,57.89,11169233.0,121.5,1091.0,East Asia & Pacific
Cambodia,1996,4.423,58.61600000000001,11458858.0,122.6,1117.0,East Asia & Pacific
Cambodia,1997,4.236000000000001,59.395,11731187.0,122.5,1148.0,East Asia & Pacific
Cambodia,1998,4.059,60.224,11986128.0,120.4,1176.0,East Asia & Pacific
Cambodia,1999,3.8960000000000004,61.1,12224414.0,115.7,1285.0,East Asia & Pacific
Cambodia,2000,3.75,62.03,12446949.0,108.3,1368.0,East Asia & Pacific
Cambodia,2001,3.6189999999999998,63.019,12653684.0,98.7,1448.0,East Asia & Pacific
Cambodia,2002,3.5039999999999996,64.055,12845222.0,88.3,1516.0,East Asia & Pacific
Cambodia,2003,3.4010000000000002,65.116,13024171.0,78.8,1617.0,East Asia & Pacific
Cambodia,2004,3.31,66.17699999999999,13193961.0,71.3,1755.0,East Asia & Pacific
Cambodia,2005,3.23,67.199,13357574.0,65.4,1957.0,East Asia & Pacific
Cambodia,2006,3.162,68.143,13515884.0,60.4,2136.0,East Asia & Pacific
Cambodia,2007,3.102,68.984,13669857.0,55.8,2321.0,East Asia & Pacific
Cambodia,2008,3.051,69.71,13822644.0,51.5,2442.0,East Asia & Pacific
Cambodia,2009,3.0069999999999997,70.315,13977903.0,47.3,2409.0,East Asia & Pacific
Cambodia,2010,2.966,70.811,14138255.0,43.1,2513.0,East Asia & Pacific
Cambodia,2011,2.929,71.22,14305183.0,39.3,2646.0,East Asia & Pacific
Cambodia,2012,2.8939999999999997,71.577,14478320.0,35.8,2790.0,East Asia & Pacific
Cambodia,2013,2.861,71.916,14656016.0,32.9,2942.0,East Asia & Pacific
Cameroon,1964,5.89,43.303000000000004,5909450.0,262.8,1910.0,Sub-Saharan Africa
Cameroon,1965,5.949,43.74,6048706.0,257.6,1917.0,Sub-Saharan Africa
Cameroon,1966,6.005,44.184,6193834.0,250.7,1973.0,Sub-Saharan Africa
Cameroon,1967,6.058,44.638999999999996,6345309.0,242.1,1992.0,Sub-Saharan Africa
Cameroon,1968,6.11,45.111000000000004,6503500.0,232.4,2084.0,Sub-Saharan Africa
Cameroon,1969,6.159,45.598,6668834.0,222.4,2146.0,Sub-Saharan Africa
Cameroon,1970,6.205,46.103,6841763.0,212.8,2169.0,Sub-Saharan Africa
Cameroon,1971,6.247000000000001,46.625,7022124.0,204.5,2190.0,Sub-Saharan Africa
Cameroon,1972,6.2860000000000005,47.159,7210272.0,198.2,2238.0,Sub-Saharan Africa
Cameroon,1973,6.322,47.699,7407756.0,194.0,2224.0,Sub-Saharan Africa
Cameroon,1974,6.356,48.24,7616558.0,191.9,2274.0,Sub-Saharan Africa
Cameroon,1975,6.391,48.775,7837926.0,191.0,2338.0,Sub-Saharan Africa
Cameroon,1976,6.428999999999999,49.303999999999995,8072879.0,190.7,2324.0,Sub-Saharan Africa
Cameroon,1977,6.47,49.82,8320635.0,190.1,2386.0,Sub-Saharan Africa
Cameroon,1978,6.516,50.318999999999996,8578425.0,188.6,2444.0,Sub-Saharan Africa
Cameroon,1979,6.563,50.793,8842355.0,185.8,2505.0,Sub-Saharan Africa
Cameroon,1980,6.609,51.236000000000004,9109727.0,181.9,2671.0,Sub-Saharan Africa
Cameroon,1981,6.651,51.641999999999996,9379109.0,176.5,3034.0,Sub-Saharan Africa
Cameroon,1982,6.683,52.01,9651552.0,170.2,3188.0,Sub-Saharan Africa
Cameroon,1983,6.702999999999999,52.336999999999996,9929831.0,163.4,3319.0,Sub-Saharan Africa
Cameroon,1984,6.707999999999999,52.623999999999995,10218016.0,156.4,3476.0,Sub-Saharan Africa
Cameroon,1985,6.697,52.87,10518855.0,149.8,3675.0,Sub-Saharan Africa
Cameroon,1986,6.669,53.082,10832919.0,144.2,3821.0,Sub-Saharan Africa
Cameroon,1987,6.627000000000001,53.263000000000005,11158600.0,139.8,3526.0,Sub-Saharan Africa
Cameroon,1988,6.572,53.415,11493770.0,136.9,3271.0,Sub-Saharan Africa
Cameroon,1989,6.507999999999999,53.536,11835344.0,135.8,2895.0,Sub-Saharan Africa
Cameroon,1990,6.434,53.619,12180819.0,136.2,2768.0,Sub-Saharan Africa
Cameroon,1991,6.352,53.652,12529904.0,138.2,2586.0,Sub-Saharan Africa
Cameroon,1992,6.263999999999999,53.631,12882506.0,140.9,2434.0,Sub-Saharan Africa
Cameroon,1993,6.172999999999999,53.553999999999995,13236573.0,144.0,2177.0,Sub-Saharan Africa
Cameroon,1994,6.08,53.426,13589699.0,147.1,2160.0,Sub-Saharan Africa
Cameroon,1995,5.989,53.246,13940337.0,150.0,2188.0,Sub-Saharan Africa
Cameroon,1996,5.903,53.016999999999996,14287475.0,152.2,2233.0,Sub-Saharan Africa
Cameroon,1997,5.8229999999999995,52.753,14631908.0,153.5,2289.0,Sub-Saharan Africa
Cameroon,1998,5.749,52.472,14976200.0,153.6,2338.0,Sub-Saharan Africa
Cameroon,1999,5.682,52.199,15324051.0,152.3,2369.0,Sub-Saharan Africa
Cameroon,2000,5.621,51.96,15678269.0,149.2,2404.0,Sub-Saharan Africa
Cameroon,2001,5.567,51.782,16039737.0,144.9,2447.0,Sub-Saharan Africa
Cameroon,2002,5.515,51.678999999999995,16408085.0,139.8,2480.0,Sub-Saharan Africa
Cameroon,2003,5.4639999999999995,51.663000000000004,16783366.0,134.7,2514.0,Sub-Saharan Africa
Cameroon,2004,5.412999999999999,51.74,17165267.0,129.7,2540.0,Sub-Saharan Africa
Cameroon,2005,5.358,51.912,17553589.0,125.3,2532.0,Sub-Saharan Africa
Cameroon,2006,5.2989999999999995,52.173,17948395.0,121.2,2547.0,Sub-Saharan Africa
Cameroon,2007,5.235,52.501999999999995,18350022.0,117.6,2564.0,Sub-Saharan Africa
Cameroon,2008,5.167000000000001,52.878,18758778.0,113.8,2571.0,Sub-Saharan Africa
Cameroon,2009,5.093999999999999,53.288000000000004,19175028.0,109.9,2554.0,Sub-Saharan Africa
Cameroon,2010,5.0169999999999995,53.718,19598889.0,106.0,2571.0,Sub-Saharan Africa
Cameroon,2011,4.939,54.16,20030362.0,102.2,2610.0,Sub-Saharan Africa
Cameroon,2012,4.859,54.61,20468943.0,98.7,2661.0,Sub-Saharan Africa
Cameroon,2013,4.78,55.065,20913595.0,95.2,2739.0,Sub-Saharan Africa
Canada,1964,3.513,71.69,19309343.0,28.2,16464.0,America
Canada,1965,3.1489999999999996,71.79,19678005.0,27.1,17243.0,America
Canada,1966,2.8139999999999996,71.92,20078135.0,26.0,18022.0,America
Canada,1967,2.596,72.13,20501867.0,25.0,18240.0,America
Canada,1968,2.456,72.29,20931716.0,23.9,18900.0,America
Canada,1969,2.405,72.45,21342600.0,23.0,19614.0,America
Canada,1970,2.311,72.65,21716855.0,22.0,19842.0,America
Canada,1971,2.137,72.98,22048431.0,21.0,20688.0,America
Canada,1972,1.965,72.88,22344104.0,19.9,21532.0,America
Canada,1973,1.875,73.11,22614673.0,19.0,22797.0,America
Canada,1974,1.83,73.19,22876657.0,18.0,23405.0,America
Canada,1975,1.831,73.49,23142272.0,17.0,23593.0,America
Canada,1976,1.7819999999999998,73.92,23416090.0,16.0,24563.0,America
Canada,1977,1.75,74.21,23695198.0,15.1,25095.0,America
Canada,1978,1.6969999999999998,74.54,23975639.0,14.2,25853.0,America
Canada,1979,1.695,74.9,24250641.0,13.3,26665.0,America
Canada,1980,1.68,75.14,24516277.0,12.5,26678.0,America
Canada,1981,1.652,75.55,24769849.0,11.8,27171.0,America
Canada,1982,1.636,75.76,25016047.0,11.2,26031.0,America
Canada,1983,1.62,76.13,25266950.0,10.6,26525.0,America
Canada,1984,1.624,76.43,25538860.0,10.1,27781.0,America
Canada,1985,1.61,76.41,25842588.0,9.7,29016.0,America
Canada,1986,1.594,76.56,26183106.0,9.4,29482.0,America
Canada,1987,1.5759999999999998,76.86,26554540.0,9.1,30288.0,America
Canada,1988,1.599,76.93,26943398.0,8.8,31356.0,America
Canada,1989,1.6580000000000001,77.2,27330298.0,8.6,31550.0,America
Canada,1990,1.715,77.51,27700854.0,8.3,31163.0,America
Canada,1991,1.714,77.69,28051725.0,8.0,30090.0,America
Canada,1992,1.7109999999999999,77.95,28386162.0,7.7,29977.0,America
Canada,1993,1.682,77.83,28704519.0,7.4,30424.0,America
Canada,1994,1.685,78.01,29009032.0,7.2,31505.0,America
Canada,1995,1.67,78.13,29302092.0,6.9,32101.0,America
Canada,1996,1.631,78.4,29582222.0,6.7,32290.0,America
Canada,1997,1.567,78.61,29850242.0,6.5,33310.0,America
Canada,1998,1.556,78.83,30113972.0,6.4,34389.0,America
Canada,1999,1.544,79.05,30383823.0,6.3,35810.0,America
Canada,2000,1.507,79.41,30667365.0,6.2,37314.0,America
Canada,2001,1.536,79.65,30967236.0,6.2,37563.0,America
Canada,2002,1.5130000000000001,79.77,31281727.0,6.2,38270.0,America
Canada,2003,1.5419999999999998,79.95,31608562.0,6.1,38621.0,America
Canada,2004,1.548,80.25,31943605.0,6.1,39436.0,America
Canada,2005,1.5659999999999998,80.36,32283413.0,6.1,40284.0,America
Canada,2006,1.6130000000000002,80.78,32627978.0,6.0,41012.0,America
Canada,2007,1.6569999999999998,80.592,32977334.0,5.9,41432.0,America
Canada,2008,1.6808,80.743,33327954.0,5.8,41468.0,America
Canada,2009,1.6680000000000001,80.814,33675448.0,5.7,39884.0,America
Canada,2010,1.6269,80.986,34016593.0,5.6,40773.0,America
Canada,2011,1.61,81.157,34349561.0,5.4,41567.0,America
Canada,2012,1.6640000000000001,81.32300000000001,34674708.0,5.3,41865.0,America
Canada,2013,1.67,81.482,34993747.0,5.2,42213.0,America
Cape Verde,1964,6.989,49.505,233809.0,188.0,895.0,Sub-Saharan Africa
Cape Verde,1965,6.992999999999999,49.68600000000001,240301.0,186.19,905.0,Sub-Saharan Africa
Cape Verde,1966,6.99,49.958999999999996,246724.0,184.39,915.0,Sub-Saharan Africa
Cape Verde,1967,6.982,50.343999999999994,253087.0,182.61,923.0,Sub-Saharan Africa
Cape Verde,1968,6.97,50.851000000000006,259610.0,180.85,930.0,Sub-Saharan Africa
Cape Verde,1969,6.954,51.479,266624.0,179.1,936.0,Sub-Saharan Africa
Cape Verde,1970,6.935,52.213,274282.0,164.3,942.0,Sub-Saharan Africa
Cape Verde,1971,6.912999999999999,53.031000000000006,282888.0,150.7,856.0,Sub-Saharan Africa
Cape Verde,1972,6.8870000000000005,53.893,292150.0,138.5,805.0,Sub-Saharan Africa
Cape Verde,1973,6.855,54.766000000000005,300922.0,127.6,788.0,Sub-Saharan Africa
Cape Verde,1974,6.818,55.628,307657.0,118.0,757.0,Sub-Saharan Africa
Cape Verde,1975,6.771,56.465,311349.0,109.5,771.0,Sub-Saharan Africa
Cape Verde,1976,6.7139999999999995,57.272,311403.0,102.3,759.0,Sub-Saharan Africa
Cape Verde,1977,6.645,58.056999999999995,308423.0,96.3,749.0,Sub-Saharan Africa
Cape Verde,1978,6.564,58.827,304077.0,91.4,814.0,Sub-Saharan Africa
Cape Verde,1979,6.473,59.57899999999999,300726.0,87.7,886.0,Sub-Saharan Africa
Cape Verde,1980,6.375,60.31399999999999,300047.0,85.2,1189.0,Sub-Saharan Africa
Cape Verde,1981,6.274,61.036,302737.0,83.7,1269.0,Sub-Saharan Africa
Cape Verde,1982,6.1739999999999995,61.746,308230.0,82.6,1276.0,Sub-Saharan Africa
Cape Verde,1983,6.075,62.442,315410.0,81.6,1366.0,Sub-Saharan Africa
Cape Verde,1984,5.979,63.11600000000001,322560.0,80.2,1385.0,Sub-Saharan Africa
Cape Verde,1985,5.882999999999999,63.755,328481.0,78.0,1469.0,Sub-Saharan Africa
Cape Verde,1986,5.784,64.34100000000001,332775.0,75.1,1474.0,Sub-Saharan Africa
Cape Verde,1987,5.68,64.865,335966.0,71.8,1538.0,Sub-Saharan Africa
Cape Verde,1988,5.565,65.32600000000001,338857.0,68.2,1546.0,Sub-Saharan Africa
Cape Verde,1989,5.441,65.727,342646.0,65.1,1589.0,Sub-Saharan Africa
Cape Verde,1990,5.307,66.081,348165.0,62.8,1609.0,Sub-Saharan Africa
Cape Verde,1991,5.164,66.40100000000001,355655.0,61.2,1597.0,Sub-Saharan Africa
Cape Verde,1992,5.016,66.709,364727.0,60.3,1728.0,Sub-Saharan Africa
Cape Verde,1993,4.863,67.02199999999999,374820.0,59.6,1827.0,Sub-Saharan Africa
Cape Verde,1994,4.708,67.354,385101.0,58.6,2120.0,Sub-Saharan Africa
Cape Verde,1995,4.55,67.712,394946.0,56.6,2361.0,Sub-Saharan Africa
Cape Verde,1996,4.388,68.1,404166.0,53.5,2568.0,Sub-Saharan Africa
Cape Verde,1997,4.221,68.51100000000001,412893.0,49.3,2794.0,Sub-Saharan Africa
Cape Verde,1998,4.05,68.939,421203.0,44.3,3082.0,Sub-Saharan Africa
Cape Verde,1999,3.8760000000000003,69.381,429278.0,39.4,3363.0,Sub-Saharan Africa
Cape Verde,2000,3.701,69.835,437238.0,35.2,3772.0,Sub-Saharan Africa
Cape Verde,2001,3.5269999999999997,70.296,445096.0,31.8,3784.0,Sub-Saharan Africa
Cape Verde,2002,3.3569999999999998,70.76100000000001,452740.0,29.5,3910.0,Sub-Saharan Africa
Cape Verde,2003,3.1919999999999997,71.223,460031.0,28.3,4006.0,Sub-Saharan Africa
Cape Verde,2004,3.037,71.678,466784.0,27.7,4352.0,Sub-Saharan Africa
Cape Verde,2005,2.895,72.12100000000001,472883.0,27.7,4604.0,Sub-Saharan Africa
Cape Verde,2006,2.77,72.548,478267.0,28.0,4937.0,Sub-Saharan Africa
Cape Verde,2007,2.66,72.959,483023.0,28.3,5666.0,Sub-Saharan Africa
Cape Verde,2008,2.5669999999999997,73.354,487371.0,28.4,6031.0,Sub-Saharan Africa
Cape Verde,2009,2.49,73.733,491621.0,28.3,5941.0,Sub-Saharan Africa
Cape Verde,2010,2.427,74.094,495999.0,27.9,6005.0,Sub-Saharan Africa
Cape Verde,2011,2.375,74.439,500585.0,27.3,6206.0,Sub-Saharan Africa
Cape Verde,2012,2.331,74.771,505335.0,26.6,6224.0,Sub-Saharan Africa
Cape Verde,2013,2.292,75.093,510213.0,25.9,6232.0,Sub-Saharan Africa
Central African Rep.,1964,5.925,38.234,1616524.0,,,Sub-Saharan Africa
Central African Rep.,1965,5.937,38.735,1648838.0,,,Sub-Saharan Africa
Central African Rep.,1966,5.945,39.282,1682880.0,,,Sub-Saharan Africa
Central African Rep.,1967,5.95,39.878,1718560.0,,,Sub-Saharan Africa
Central African Rep.,1968,5.952999999999999,40.523,1755258.0,,,Sub-Saharan Africa
Central African Rep.,1969,5.954,41.213,1792147.0,,,Sub-Saharan Africa
Central African Rep.,1970,5.954,41.948,1828709.0,,,Sub-Saharan Africa
Central African Rep.,1971,5.954,42.728,1864764.0,,,Sub-Saharan Africa
Central African Rep.,1972,5.952999999999999,43.538999999999994,1900723.0,,,Sub-Saharan Africa
Central African Rep.,1973,5.952000000000001,44.358999999999995,1937410.0,,,Sub-Saharan Africa
Central African Rep.,1974,5.9510000000000005,45.168,1975985.0,,,Sub-Saharan Africa
Central African Rep.,1975,5.95,45.945,2017362.0,,,Sub-Saharan Africa
Central African Rep.,1976,5.9510000000000005,46.672,2061466.0,,,Sub-Saharan Africa
Central African Rep.,1977,5.952000000000001,47.332,2108232.0,,,Sub-Saharan Africa
Central African Rep.,1978,5.952999999999999,47.907,2158547.0,,,Sub-Saharan Africa
Central African Rep.,1979,5.954,48.38,2213492.0,,,Sub-Saharan Africa
Central African Rep.,1980,5.954,48.726000000000006,2273630.0,,,Sub-Saharan Africa
Central African Rep.,1981,5.955,48.93,2339759.0,,,Sub-Saharan Africa
Central African Rep.,1982,5.956,48.993,2411176.0,,,Sub-Saharan Africa
